"Pro.ID","Hardwood.Flooring","Carpet.Flooring","Tile.Flooring","Roofing","Painting","Lawn...Garden","Electrical","Plumbing","RHardwood","RCarpet","RTile","RRoofing","RPainting","RLawnGarden","RElectrical","RPlumbing","ElectricalCertify","PlumbingCertify"
240,1,0,1,0,1,0,1,0,2.62068965517241,0,2.62068965517241,0,2.62068965517241,0,5.62068965517241,0,1,0
241,1,0,1,1,0,0,1,0,14.7777777777778,0,14.7777777777778,14.7777777777778,0,0,17.7777777777778,0,1,0
242,1,1,1,0,0,1,1,1,13,13,13,0,0,13,13,16,0,1
243,0,0,1,1,1,0,1,0,0,0,17.8461538461538,17.8461538461538,17.8461538461538,0,20.8461538461538,0,1,0
244,1,0,1,0,1,0,0,0,7.2,0,7.2,0,7.2,0,0,0,0,1
245,1,1,1,1,0,0,1,1,11.4375,11.4375,11.4375,11.4375,0,0,11.4375,14.4375,0,1
246,1,0,1,1,0,1,1,1,19.75,0,19.75,19.75,0,19.75,19.75,22.75,0,1
247,1,1,0,1,0,1,0,0,14.6153846153846,14.6153846153846,0,14.6153846153846,0,14.6153846153846,0,0,0,0
248,1,1,0,1,1,0,0,0,7.84615384615385,7.84615384615385,0,7.84615384615385,7.84615384615385,0,0,0,1,0
249,0,1,0,1,1,0,0,1,0,7,0,7,7,0,0,7,0,0
250,1,0,1,0,1,0,0,1,12.0769230769231,0,12.0769230769231,0,12.0769230769231,0,0,12.0769230769231,0,0
251,1,1,0,0,0,0,1,1,2.03225806451613,2.03225806451613,0,0,0,0,2.03225806451613,5.03225806451613,0,1
252,0,1,1,0,1,1,1,0,0,19.0645161290323,19.0645161290323,0,19.0645161290323,19.0645161290323,22.0645161290323,0,1,1
253,0,1,1,1,1,0,0,0,0,21.0322580645161,21.0322580645161,21.0322580645161,21.0322580645161,0,0,0,0,1
254,1,0,0,1,1,0,0,0,25,0,0,25,25,0,0,0,0,1
255,0,1,0,0,1,1,1,1,0,8.6551724137931,0,0,8.6551724137931,8.6551724137931,8.6551724137931,11.6551724137931,0,1
256,1,1,1,1,1,1,1,0,11.3548387096774,11.3548387096774,11.3548387096774,11.3548387096774,11.3548387096774,11.3548387096774,14.3548387096774,0,1,0
257,0,1,0,0,0,1,0,1,0,12.5185185185185,0,0,0,12.5185185185185,0,12.5185185185185,0,0
258,0,1,1,1,0,1,0,0,0,9.70588235294118,9.70588235294118,9.70588235294118,0,9.70588235294118,0,0,1,1
259,0,0,0,1,0,1,0,0,0,0,0,20.6428571428571,0,20.6428571428571,0,0,1,1
260,0,1,1,1,1,0,1,0,0,28.4444444444444,28.4444444444444,28.4444444444444,28.4444444444444,0,31.4444444444444,0,1,1
261,0,1,0,1,1,1,0,1,0,6.39393939393939,0,6.39393939393939,6.39393939393939,6.39393939393939,0,6.39393939393939,0,0
262,1,0,1,1,1,1,1,1,15.1176470588235,0,15.1176470588235,15.1176470588235,15.1176470588235,15.1176470588235,15.1176470588235,15.1176470588235,0,0
263,0,0,1,0,1,0,1,0,0,0,16.8571428571429,0,16.8571428571429,0,16.8571428571429,0,0,0
264,1,0,0,0,0,0,1,1,1.71428571428571,0,0,0,0,0,1.71428571428571,1.71428571428571,0,0
265,1,1,0,0,1,0,0,0,16.5238095238095,16.5238095238095,0,0,16.5238095238095,0,0,0,1,1
266,0,1,0,0,1,0,0,1,0,17.5652173913043,0,0,17.5652173913043,0,0,17.5652173913043,1,0
267,0,0,0,0,1,1,1,1,0,0,0,0,2.48484848484848,2.48484848484848,5.48484848484848,5.48484848484848,1,1
268,1,0,0,0,1,0,1,1,12.3333333333333,0,0,0,12.3333333333333,0,12.3333333333333,12.3333333333333,0,0
269,1,1,0,1,0,0,0,0,22.5,22.5,0,22.5,0,0,0,0,1,1
270,1,0,1,1,0,1,0,1,-0.344827586206897,0,-0.344827586206897,-0.344827586206897,0,-0.344827586206897,0,-0.344827586206897,0,0
271,1,0,0,0,1,1,1,1,11.6875,0,0,0,11.6875,11.6875,11.6875,14.6875,0,1
272,0,0,0,0,1,1,1,0,0,0,0,0,20.2592592592593,20.2592592592593,23.2592592592593,0,1,0
273,1,0,1,1,0,1,1,1,26.8260869565217,0,26.8260869565217,26.8260869565217,0,26.8260869565217,26.8260869565217,26.8260869565217,0,0
274,0,0,1,0,1,0,0,1,0,0,10.3913043478261,0,10.3913043478261,0,0,13.3913043478261,0,1
275,1,1,0,1,1,0,0,0,6.75,6.75,0,6.75,6.75,0,0,0,1,1
276,0,1,0,1,0,1,1,0,0,0.518518518518519,0,0.518518518518519,0,0.518518518518519,3.51851851851852,0,1,1
277,1,1,1,1,0,0,0,1,0.67741935483871,0.67741935483871,0.67741935483871,0.67741935483871,0,0,0,0.67741935483871,0,0
278,1,1,0,1,1,1,0,0,6.85714285714286,6.85714285714286,0,6.85714285714286,6.85714285714286,6.85714285714286,0,0,1,0
279,1,0,0,0,0,0,1,0,19.1891891891892,0,0,0,0,0,22.1891891891892,0,1,1
280,1,0,0,1,1,0,0,1,4.62068965517241,0,0,4.62068965517241,4.62068965517241,0,0,7.62068965517241,1,1
281,0,0,0,1,0,0,1,1,0,0,0,17.375,0,0,20.375,17.375,1,0
282,1,0,0,1,1,0,1,0,6.75609756097561,0,0,6.75609756097561,6.75609756097561,0,9.75609756097561,0,1,1
283,1,0,0,0,1,0,1,0,26.7435897435897,0,0,0,26.7435897435897,0,29.7435897435897,0,1,1
284,0,1,1,1,0,1,0,0,0,26.4615384615385,26.4615384615385,26.4615384615385,0,26.4615384615385,0,0,0,1
285,1,0,1,0,0,1,0,0,21.375,0,21.375,0,0,21.375,0,0,0,0
286,1,1,0,1,0,0,0,1,11.5714285714286,11.5714285714286,0,11.5714285714286,0,0,0,11.5714285714286,0,0
287,1,0,1,0,0,0,0,1,13.3333333333333,0,13.3333333333333,0,0,0,0,13.3333333333333,1,0
288,1,0,1,1,0,1,0,0,0.0625,0,0.0625,0.0625,0,0.0625,0,0,1,1
289,0,1,0,0,0,0,1,1,0,23.8,0,0,0,0,26.8,26.8,1,1
290,0,0,1,1,0,1,0,1,0,0,14,14,0,14,0,17,0,1
291,1,1,1,1,1,0,1,0,17.9285714285714,17.9285714285714,17.9285714285714,17.9285714285714,17.9285714285714,0,20.9285714285714,0,1,1
292,0,1,1,0,0,0,0,1,0,8.47368421052632,8.47368421052632,0,0,0,0,11.4736842105263,1,1
293,1,1,0,1,0,0,0,0,24.2857142857143,24.2857142857143,0,24.2857142857143,0,0,0,0,1,0
294,1,0,1,0,1,0,1,0,23.1428571428571,0,23.1428571428571,0,23.1428571428571,0,23.1428571428571,0,0,1
295,0,1,0,0,1,1,0,1,0,0.571428571428572,0,0,0.571428571428572,0.571428571428572,0,3.57142857142857,0,1
296,0,1,1,1,1,1,0,1,0,0.259259259259259,0.259259259259259,0.259259259259259,0.259259259259259,0.259259259259259,0,0.259259259259259,0,0
297,0,1,0,1,1,0,0,1,0,5,0,5,5,0,0,8,1,1
298,0,1,0,0,0,1,0,0,0,1.33333333333333,0,0,0,1.33333333333333,0,0,1,1
299,0,0,1,1,1,0,0,1,0,0,2.6969696969697,2.6969696969697,2.6969696969697,0,0,2.6969696969697,0,0
300,1,0,1,1,1,1,0,0,5.6551724137931,0,5.6551724137931,5.6551724137931,5.6551724137931,5.6551724137931,0,0,1,1
301,1,0,1,1,0,0,0,0,14.9189189189189,0,14.9189189189189,14.9189189189189,0,0,0,0,1,1
302,0,0,1,0,1,0,0,0,0,0,9.48484848484848,0,9.48484848484848,0,0,0,1,1
303,0,1,1,1,1,0,0,0,0,-3.33333333333333,-3.33333333333333,-3.33333333333333,-3.33333333333333,0,0,0,1,1
304,0,0,1,1,1,1,0,1,0,0,28.9655172413793,28.9655172413793,28.9655172413793,28.9655172413793,0,31.9655172413793,1,1
305,1,0,0,0,0,1,1,1,14.4,0,0,0,0,14.4,14.4,17.4,0,1
306,0,0,0,0,1,0,0,0,0,0,0,0,10.0909090909091,0,0,0,0,1
307,1,0,0,0,1,0,1,1,11.6875,0,0,0,11.6875,0,11.6875,14.6875,0,1
308,0,1,0,0,1,0,1,0,0,-1.08108108108108,0,0,-1.08108108108108,0,-1.08108108108108,0,0,0
309,0,0,1,0,1,0,0,0,0,0,9.28571428571429,0,9.28571428571429,0,0,0,1,0
310,0,1,0,0,1,0,0,0,0,7.31034482758621,0,0,7.31034482758621,0,0,0,0,0
311,0,0,1,1,1,0,1,1,0,0,1,1,1,0,4,1,1,0
312,1,0,0,0,1,1,1,1,17.2857142857143,0,0,0,17.2857142857143,17.2857142857143,20.2857142857143,20.2857142857143,1,1
313,0,0,1,1,0,1,1,0,0,0,28.2592592592593,28.2592592592593,0,28.2592592592593,31.2592592592593,0,1,0
314,0,1,0,0,1,1,1,1,0,27.2857142857143,0,0,27.2857142857143,27.2857142857143,27.2857142857143,30.2857142857143,0,1
315,0,1,1,1,0,0,1,0,0,20,20,20,0,0,23,0,1,0
316,1,1,1,0,0,0,0,1,14.2352941176471,14.2352941176471,14.2352941176471,0,0,0,0,14.2352941176471,1,0
317,1,1,0,1,1,1,1,0,27.1428571428571,27.1428571428571,0,27.1428571428571,27.1428571428571,27.1428571428571,27.1428571428571,0,0,0
318,1,0,1,1,1,1,1,0,30,0,30,30,30,30,30,0,0,1
319,1,1,1,0,0,1,1,0,20.3333333333333,20.3333333333333,20.3333333333333,0,0,20.3333333333333,20.3333333333333,0,0,0
320,1,0,1,0,1,0,0,0,2.91891891891892,0,2.91891891891892,0,2.91891891891892,0,0,0,1,1
321,0,0,0,0,1,1,0,1,0,0,0,0,24.1176470588235,24.1176470588235,0,24.1176470588235,0,0
322,0,1,0,1,0,1,0,0,0,21.1666666666667,0,21.1666666666667,0,21.1666666666667,0,0,0,1
323,0,0,0,0,1,0,0,1,0,0,0,0,8.48717948717949,0,0,8.48717948717949,0,0
324,0,1,1,1,0,0,0,1,0,1.88888888888889,1.88888888888889,1.88888888888889,0,0,0,4.88888888888889,1,1
325,1,1,0,0,1,1,0,0,2.71794871794872,2.71794871794872,0,0,2.71794871794872,2.71794871794872,0,0,1,0
326,1,0,1,1,1,0,0,1,14.9310344827586,0,14.9310344827586,14.9310344827586,14.9310344827586,0,0,14.9310344827586,1,0
327,1,1,1,0,1,0,1,1,25,25,25,0,25,0,28,28,1,1
328,1,1,1,1,1,0,0,0,13.5,13.5,13.5,13.5,13.5,0,0,0,1,1
329,1,1,1,0,0,0,1,1,10.8235294117647,10.8235294117647,10.8235294117647,0,0,0,10.8235294117647,13.8235294117647,0,1
330,0,1,1,1,0,1,0,0,0,21.4285714285714,21.4285714285714,21.4285714285714,0,21.4285714285714,0,0,0,0
331,0,1,0,1,0,0,0,1,0,13.6486486486486,0,13.6486486486486,0,0,0,16.6486486486486,0,1
332,1,0,1,1,0,0,0,1,21.974358974359,0,21.974358974359,21.974358974359,0,0,0,24.974358974359,1,1
333,1,1,1,0,1,1,0,0,29.1891891891892,29.1891891891892,29.1891891891892,0,29.1891891891892,29.1891891891892,0,0,1,1
334,1,1,0,1,0,1,0,1,6.03225806451613,6.03225806451613,0,6.03225806451613,0,6.03225806451613,0,6.03225806451613,1,0
335,0,0,0,1,1,0,0,0,0,0,0,-0.588235294117647,-0.588235294117647,0,0,0,0,1
336,1,1,1,1,1,1,1,0,20.0322580645161,20.0322580645161,20.0322580645161,20.0322580645161,20.0322580645161,20.0322580645161,23.0322580645161,0,1,0
337,1,1,0,0,0,0,0,0,25.6428571428571,25.6428571428571,0,0,0,0,0,0,0,0
338,1,0,0,0,1,0,1,1,9.16666666666667,0,0,0,9.16666666666667,0,12.1666666666667,12.1666666666667,1,1
339,1,0,0,1,0,0,0,1,24.5,0,0,24.5,0,0,0,24.5,1,0
340,1,0,0,0,0,0,1,1,17.5,0,0,0,0,0,20.5,17.5,1,0
341,0,1,1,0,1,1,1,0,0,24.2857142857143,24.2857142857143,0,24.2857142857143,24.2857142857143,24.2857142857143,0,0,0
342,1,0,1,1,0,1,0,0,14.1818181818182,0,14.1818181818182,14.1818181818182,0,14.1818181818182,0,0,0,0
343,0,1,0,0,0,1,0,0,0,20,0,0,0,20,0,0,0,0
344,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
345,1,1,1,1,1,1,0,1,13.9655172413793,13.9655172413793,13.9655172413793,13.9655172413793,13.9655172413793,13.9655172413793,0,13.9655172413793,1,0
346,1,1,0,1,0,0,1,0,25.8181818181818,25.8181818181818,0,25.8181818181818,0,0,25.8181818181818,0,0,1
347,1,0,1,0,0,1,1,1,12.1304347826087,0,12.1304347826087,0,0,12.1304347826087,15.1304347826087,12.1304347826087,1,0
348,0,0,1,0,1,1,1,1,0,0,26.8888888888889,0,26.8888888888889,26.8888888888889,26.8888888888889,26.8888888888889,0,0
349,1,1,0,1,1,0,1,1,19.1891891891892,19.1891891891892,0,19.1891891891892,19.1891891891892,0,22.1891891891892,19.1891891891892,1,0
350,0,0,1,0,1,0,0,0,0,0,11.3333333333333,0,11.3333333333333,0,0,0,1,0
351,0,1,1,1,1,0,0,1,0,23.4615384615385,23.4615384615385,23.4615384615385,23.4615384615385,0,0,26.4615384615385,1,1
352,0,1,1,1,0,0,0,1,0,12,12,12,0,0,0,12,0,0
353,0,1,1,0,0,0,1,1,0,18.695652173913,18.695652173913,0,0,0,21.695652173913,21.695652173913,1,1
354,0,0,1,0,0,1,1,1,0,0,13,0,0,13,16,16,1,1
355,1,0,1,0,1,0,1,1,9.77272727272727,0,9.77272727272727,0,9.77272727272727,0,12.7727272727273,9.77272727272727,1,0
356,0,1,0,0,1,1,1,0,0,6.23076923076923,0,0,6.23076923076923,6.23076923076923,9.23076923076923,0,1,0
357,0,1,1,1,1,1,0,0,0,28.1666666666667,28.1666666666667,28.1666666666667,28.1666666666667,28.1666666666667,0,0,1,0
358,0,0,0,1,1,0,1,1,0,0,0,15.7142857142857,15.7142857142857,0,15.7142857142857,15.7142857142857,0,0
359,1,0,1,1,1,0,1,0,4.62068965517241,0,4.62068965517241,4.62068965517241,4.62068965517241,0,4.62068965517241,0,0,1
360,1,1,0,1,1,0,1,1,23.2592592592593,23.2592592592593,0,23.2592592592593,23.2592592592593,0,23.2592592592593,23.2592592592593,0,0
361,1,1,0,0,0,1,1,1,5.46153846153846,5.46153846153846,0,0,0,5.46153846153846,8.46153846153846,8.46153846153846,1,1
362,1,1,1,1,1,0,1,0,15.6206896551724,15.6206896551724,15.6206896551724,15.6206896551724,15.6206896551724,0,18.6206896551724,0,1,1
363,0,0,1,0,0,0,0,1,0,0,8.2,0,0,0,0,11.2,1,1
364,1,1,1,1,1,1,0,0,11.6666666666667,11.6666666666667,11.6666666666667,11.6666666666667,11.6666666666667,11.6666666666667,0,0,0,0
365,0,0,0,0,1,1,1,0,0,0,0,0,-1.08108108108108,-1.08108108108108,1.91891891891892,0,1,0
366,0,0,1,0,1,1,1,0,0,0,12.6296296296296,0,12.6296296296296,12.6296296296296,15.6296296296296,0,1,1
367,0,0,0,1,0,1,0,0,0,0,0,1.6,0,1.6,0,0,0,1
368,1,0,1,1,0,0,1,1,21.3333333333333,0,21.3333333333333,21.3333333333333,0,0,21.3333333333333,21.3333333333333,0,0
369,1,0,1,1,0,1,1,0,16.7142857142857,0,16.7142857142857,16.7142857142857,0,16.7142857142857,16.7142857142857,0,0,0
370,1,1,1,1,1,0,0,1,2,2,2,2,2,0,0,5,1,1
371,0,0,0,0,1,0,1,0,0,0,0,0,18.3939393939394,0,21.3939393939394,0,1,0
372,1,0,1,0,1,1,0,0,7.85714285714286,0,7.85714285714286,0,7.85714285714286,7.85714285714286,0,0,0,0
373,0,0,1,1,0,0,1,0,0,0,19.5833333333333,19.5833333333333,0,0,22.5833333333333,0,1,0
374,0,0,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,2,0,1
375,0,0,0,1,0,0,0,0,0,0,0,16.1891891891892,0,0,0,0,1,0
376,1,0,1,1,1,1,1,1,6.6875,0,6.6875,6.6875,6.6875,6.6875,9.6875,9.6875,1,1
377,0,0,0,1,0,0,0,0,0,0,0,24.75,0,0,0,0,0,0
378,1,0,1,1,1,0,1,1,14.1304347826087,0,14.1304347826087,14.1304347826087,14.1304347826087,0,17.1304347826087,14.1304347826087,1,0
379,1,0,1,0,0,1,1,1,4.51851851851852,0,4.51851851851852,0,0,4.51851851851852,7.51851851851852,7.51851851851852,1,1
380,0,0,1,0,0,0,0,1,0,0,27,0,0,0,0,27,1,0
381,0,1,0,0,1,0,1,0,0,17.4594594594595,0,0,17.4594594594595,0,20.4594594594595,0,1,0
382,1,1,1,1,0,0,0,1,22.3913043478261,22.3913043478261,22.3913043478261,22.3913043478261,0,0,0,22.3913043478261,1,0
383,1,0,1,0,0,0,1,0,0.285714285714286,0,0.285714285714286,0,0,0,3.28571428571429,0,1,1
384,0,0,1,0,1,1,1,0,0,0,22.7878787878788,0,22.7878787878788,22.7878787878788,22.7878787878788,0,0,0
385,0,0,0,0,1,0,0,0,0,0,0,0,9.51219512195122,0,0,0,1,1
386,1,0,1,1,1,0,0,1,2.81818181818182,0,2.81818181818182,2.81818181818182,2.81818181818182,0,0,2.81818181818182,0,0
387,0,0,0,0,1,1,1,0,0,0,0,0,7.42857142857143,7.42857142857143,10.4285714285714,0,1,1
388,1,1,0,1,0,0,1,0,23.0625,23.0625,0,23.0625,0,0,23.0625,0,0,1
389,0,1,0,1,0,0,0,0,0,29.2857142857143,0,29.2857142857143,0,0,0,0,0,1
390,0,1,1,0,1,1,1,1,0,18.8235294117647,18.8235294117647,0,18.8235294117647,18.8235294117647,21.8235294117647,21.8235294117647,1,1
391,1,1,0,1,0,0,0,1,3.09090909090909,3.09090909090909,0,3.09090909090909,0,0,0,6.09090909090909,1,1
392,0,1,0,1,0,1,0,0,0,0.259259259259259,0,0.259259259259259,0,0.259259259259259,0,0,1,0
393,1,1,1,1,1,1,0,0,27.6206896551724,27.6206896551724,27.6206896551724,27.6206896551724,27.6206896551724,27.6206896551724,0,0,1,1
394,1,1,1,0,1,1,0,0,16.4444444444444,16.4444444444444,16.4444444444444,0,16.4444444444444,16.4444444444444,0,0,1,0
395,0,0,0,1,1,0,1,0,0,0,0,20.5185185185185,20.5185185185185,0,23.5185185185185,0,1,0
396,1,0,0,0,1,1,0,0,1.66666666666667,0,0,0,1.66666666666667,1.66666666666667,0,0,1,0
397,1,0,1,0,0,1,0,0,0.4375,0,0.4375,0,0,0.4375,0,0,0,1
398,1,1,0,1,1,0,1,0,20.5714285714286,20.5714285714286,0,20.5714285714286,20.5714285714286,0,23.5714285714286,0,1,0
399,0,0,1,0,0,0,0,0,0,0,9.67741935483871,0,0,0,0,0,0,0
400,1,1,1,0,0,1,0,1,18.8571428571429,18.8571428571429,18.8571428571429,0,0,18.8571428571429,0,18.8571428571429,1,0
401,1,1,0,1,0,0,1,0,7.31034482758621,7.31034482758621,0,7.31034482758621,0,0,7.31034482758621,0,0,1
402,0,1,0,0,0,0,0,0,0,-3.91304347826087,0,0,0,0,0,0,0,1
403,1,0,1,1,1,0,0,0,-0.290322580645161,0,-0.290322580645161,-0.290322580645161,-0.290322580645161,0,0,0,1,1
404,0,0,1,0,0,0,0,0,0,0,28.0909090909091,0,0,0,0,0,0,0
405,1,0,0,0,1,1,1,1,14.3870967741935,0,0,0,14.3870967741935,14.3870967741935,17.3870967741935,14.3870967741935,1,0
406,1,1,1,1,1,1,0,1,19.9285714285714,19.9285714285714,19.9285714285714,19.9285714285714,19.9285714285714,19.9285714285714,0,19.9285714285714,1,0
407,0,0,1,1,0,1,1,0,0,0,3.92857142857143,3.92857142857143,0,3.92857142857143,3.92857142857143,0,0,0
408,0,1,1,0,1,0,0,0,0,13.4444444444444,13.4444444444444,0,13.4444444444444,0,0,0,0,0
409,0,0,1,1,0,1,1,0,0,0,1.31034482758621,1.31034482758621,0,1.31034482758621,1.31034482758621,0,0,1
410,0,0,1,1,0,1,0,1,0,0,-0.0526315789473684,-0.0526315789473684,0,-0.0526315789473684,0,2.94736842105263,0,1
411,0,1,0,1,1,0,0,0,0,29.6875,0,29.6875,29.6875,0,0,0,1,0
412,1,1,1,1,1,1,0,0,14.5,14.5,14.5,14.5,14.5,14.5,0,0,0,1
413,0,1,1,1,0,1,1,0,0,25.6551724137931,25.6551724137931,25.6551724137931,0,25.6551724137931,25.6551724137931,0,0,1
414,0,0,0,0,0,1,0,1,0,0,0,0,0,16.2592592592593,0,16.2592592592593,1,0
415,1,0,0,1,1,1,1,0,7.6875,0,0,7.6875,7.6875,7.6875,7.6875,0,0,1
416,0,1,1,0,1,1,0,1,0,4.85714285714286,4.85714285714286,0,4.85714285714286,4.85714285714286,0,7.85714285714286,1,1
417,0,0,0,1,1,0,1,1,0,0,0,9.09090909090909,9.09090909090909,0,9.09090909090909,9.09090909090909,0,0
418,0,0,1,1,1,0,0,1,0,0,23.7222222222222,23.7222222222222,23.7222222222222,0,0,26.7222222222222,0,1
419,0,1,1,1,0,1,0,0,0,11,11,11,0,11,0,0,1,0
420,0,0,1,0,0,1,0,0,0,0,3,0,0,3,0,0,1,0
421,1,1,1,1,0,0,0,0,5.52380952380952,5.52380952380952,5.52380952380952,5.52380952380952,0,0,0,0,1,1
422,0,0,0,1,1,1,1,1,0,0,0,-0.608695652173913,-0.608695652173913,-0.608695652173913,-0.608695652173913,-0.608695652173913,0,0
423,1,0,0,1,0,0,1,1,20.1176470588235,0,0,20.1176470588235,0,0,20.1176470588235,23.1176470588235,0,1
424,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
425,0,1,0,0,1,0,1,1,0,3,0,0,3,0,3,3,0,0
426,1,1,0,1,1,1,0,1,8.85714285714286,8.85714285714286,0,8.85714285714286,8.85714285714286,8.85714285714286,0,11.8571428571429,1,1
427,1,1,0,1,1,1,1,1,17,17,0,17,17,17,17,20,0,1
428,1,0,0,1,0,1,0,1,22.2307692307692,0,0,22.2307692307692,0,22.2307692307692,0,22.2307692307692,0,0
429,0,1,1,0,0,0,0,0,0,19.3333333333333,19.3333333333333,0,0,0,0,0,0,1
430,0,1,0,1,1,0,1,1,0,27.125,0,27.125,27.125,0,30.125,27.125,1,0
431,0,1,1,1,0,0,0,1,0,5.69565217391304,5.69565217391304,5.69565217391304,0,0,0,8.69565217391304,1,1
432,0,0,1,0,0,0,1,0,0,0,2.61538461538462,0,0,0,2.61538461538462,0,0,0
433,1,0,0,0,0,1,0,0,29.7619047619048,0,0,0,0,29.7619047619048,0,0,1,1
434,1,1,0,0,1,1,1,0,4.28571428571429,4.28571428571429,0,0,4.28571428571429,4.28571428571429,7.28571428571429,0,1,1
435,0,0,1,0,1,1,0,0,0,0,28.9285714285714,0,28.9285714285714,28.9285714285714,0,0,1,1
436,1,0,0,1,0,1,0,0,24.4848484848485,0,0,24.4848484848485,0,24.4848484848485,0,0,1,0
437,0,1,1,1,0,0,0,1,0,4.57142857142857,4.57142857142857,4.57142857142857,0,0,0,4.57142857142857,0,0
438,1,0,1,0,1,0,0,1,20.8888888888889,0,20.8888888888889,0,20.8888888888889,0,0,20.8888888888889,1,0
439,0,0,1,1,1,1,1,0,0,0,25.4848484848485,25.4848484848485,25.4848484848485,25.4848484848485,28.4848484848485,0,1,0
440,1,0,1,1,1,1,1,1,25.3548387096774,0,25.3548387096774,25.3548387096774,25.3548387096774,25.3548387096774,25.3548387096774,28.3548387096774,0,1
441,0,1,1,0,1,0,0,0,0,13.75,13.75,0,13.75,0,0,0,0,1
442,0,1,0,1,1,0,1,1,0,19.1818181818182,0,19.1818181818182,19.1818181818182,0,19.1818181818182,22.1818181818182,0,1
443,1,0,1,0,0,1,0,0,14.3103448275862,0,14.3103448275862,0,0,14.3103448275862,0,0,0,1
444,1,0,0,0,0,0,0,0,11.8965517241379,0,0,0,0,0,0,0,0,0
445,1,1,1,0,0,1,1,1,18.3548387096774,18.3548387096774,18.3548387096774,0,0,18.3548387096774,18.3548387096774,18.3548387096774,0,0
446,1,1,1,1,0,1,0,1,16.4871794871795,16.4871794871795,16.4871794871795,16.4871794871795,0,16.4871794871795,0,16.4871794871795,1,0
447,0,0,0,1,1,0,1,0,0,0,0,23.6153846153846,23.6153846153846,0,26.6153846153846,0,1,1
448,1,0,1,0,1,0,1,1,12.3333333333333,0,12.3333333333333,0,12.3333333333333,0,12.3333333333333,12.3333333333333,0,0
449,0,0,1,0,0,0,0,0,0,0,7.28571428571429,0,0,0,0,0,1,1
450,1,0,1,0,1,1,0,0,7.92857142857143,0,7.92857142857143,0,7.92857142857143,7.92857142857143,0,0,1,1
451,0,0,1,0,1,1,0,0,0,0,14.6206896551724,0,14.6206896551724,14.6206896551724,0,0,0,0
452,0,1,1,0,0,1,1,0,0,-1.27272727272727,-1.27272727272727,0,0,-1.27272727272727,-1.27272727272727,0,0,1
453,0,0,1,0,1,1,1,1,0,0,19.8571428571429,0,19.8571428571429,19.8571428571429,19.8571428571429,22.8571428571429,0,1
454,1,0,1,1,0,0,0,0,16.1818181818182,0,16.1818181818182,16.1818181818182,0,0,0,0,0,1
455,1,1,0,1,1,1,1,1,5,5,0,5,5,5,5,5,0,0
456,0,1,0,1,1,1,1,0,0,2.70967741935484,0,2.70967741935484,2.70967741935484,2.70967741935484,2.70967741935484,0,0,1
457,0,1,1,0,1,1,1,1,0,19.7878787878788,19.7878787878788,0,19.7878787878788,19.7878787878788,19.7878787878788,22.7878787878788,0,1
458,0,1,0,0,1,0,1,1,0,24.3023255813953,0,0,24.3023255813953,0,24.3023255813953,27.3023255813953,0,1
459,0,1,0,0,1,1,1,1,0,-1.71428571428571,0,0,-1.71428571428571,-1.71428571428571,-1.71428571428571,-1.71428571428571,0,0
460,0,0,0,1,1,0,1,1,0,0,0,11.4,11.4,0,14.4,14.4,1,1
461,0,0,0,1,0,0,0,0,0,0,0,16.2592592592593,0,0,0,0,0,1
462,1,0,1,1,0,0,1,0,14,0,14,14,0,0,17,0,1,0
463,0,0,0,1,1,0,1,0,0,0,0,28.6551724137931,28.6551724137931,0,28.6551724137931,0,0,1
464,0,1,1,1,1,0,1,1,0,-0.111111111111111,-0.111111111111111,-0.111111111111111,-0.111111111111111,0,2.88888888888889,-0.111111111111111,1,0
465,1,1,0,0,0,0,0,1,28.6666666666667,28.6666666666667,0,0,0,0,0,28.6666666666667,1,0
466,1,0,0,0,0,0,1,0,29.6551724137931,0,0,0,0,0,32.6551724137931,0,1,1
467,1,1,1,0,0,1,1,1,6.35483870967742,6.35483870967742,6.35483870967742,0,0,6.35483870967742,9.35483870967742,6.35483870967742,1,0
468,1,1,1,1,1,1,0,1,9.61538461538461,9.61538461538461,9.61538461538461,9.61538461538461,9.61538461538461,9.61538461538461,0,12.6153846153846,0,1
469,0,1,0,0,0,0,0,1,0,8.03225806451613,0,0,0,0,0,8.03225806451613,1,0
470,0,0,1,1,0,0,1,0,0,0,21.25,21.25,0,0,24.25,0,1,1
471,0,0,1,0,0,1,0,1,0,0,9.39393939393939,0,0,9.39393939393939,0,12.3939393939394,1,1
472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.4285714285714,1,0
473,1,0,1,0,0,1,1,0,-0.967741935483871,0,-0.967741935483871,0,0,-0.967741935483871,-0.967741935483871,0,0,0
474,0,0,0,1,0,1,0,1,0,0,0,9.67741935483871,0,9.67741935483871,0,9.67741935483871,0,0
475,1,0,1,1,1,1,0,0,4.62962962962963,0,4.62962962962963,4.62962962962963,4.62962962962963,4.62962962962963,0,0,0,1
476,1,0,1,0,0,0,1,0,3.07692307692308,0,3.07692307692308,0,0,0,6.07692307692308,0,1,1
477,1,1,0,1,1,0,1,1,-0.25,-0.25,0,-0.25,-0.25,0,-0.25,2.75,0,1
